Gene ID	Transcript ID	StringTie ID	Chr	Location	Length	Classification	Exon number
BnaC04LNG0007600	BnaC04LNG0007600.1	MSTRG.70078.1	chrC04	45141900-45148508	6608	u	1
BnaC04LNG0007700	BnaC04LNG0007700.1	MSTRG.70187.1	chrC04	45888931-45889544	613	u	1
BnaC04LNG0007800	BnaC04LNG0007800.1	MSTRG.70188.1	chrC04	45889749-45891476	1727	u	1
BnaC04LNG0007900	BnaC04LNG0007900.1	MSTRG.70224.1	chrC04	46138438-46140074	1636	u	1
BnaC04LNG0008000	BnaC04LNG0008000.1	MSTRG.70254.1	chrC04	46374619-46375432	813	u	1
BnaC04LNG0008100	BnaC04LNG0008100.1	MSTRG.70278.1	chrC04	46614414-46616195	1781	u	1
BnaC04LNG0008200	BnaC04LNG0008200.1	MSTRG.70302.1	chrC04	46764690-46765153	463	u	1
BnaC04LNG0008300	BnaC04LNG0008300.1	MSTRG.70511.1	chrC04	47904798-47905493	695	u	1
BnaC04LNG0008400	BnaC04LNG0008400.1	MSTRG.70532.1	chrC04	48050969-48052367	1398	u	1
BnaC04LNG0008500	BnaC04LNG0008500.1	MSTRG.70635.1	chrC04	48836824-48837869	1045	u	1
BnaC04LNG0008600	BnaC04LNG0008600.1	MSTRG.70748.1	chrC04_random	478438-478929	491	u	1
BnaC04LNG0008700	BnaC04LNG0008700.1	MSTRG.70755.1	chrC04_random	492935-494437	1502	o	3
BnaC04LNG0008800	BnaC04LNG0008800.1	MSTRG.70831.1	chrC04_random	991542-993075	1533	o	3
BnaC04LNG0008900	BnaC04LNG0008900.1	MSTRG.70851.1	chrC04_random	1127395-1128688	1293	u	2
BnaC04LNG0009000	BnaC04LNG0009000.1	MSTRG.70871.1	chrC04_random	1240421-1240984	563	u	1
BnaC04LNG0009100	BnaC04LNG0009100.1	MSTRG.70887.1	chrC04_random	1345588-1347557	1969	u	1
BnaC04LNG0009200	BnaC04LNG0009200.1	MSTRG.70909.1	chrC04_random	1444948-1445480	532	u	1
BnaC04LNG0009300	BnaC04LNG0009300.1	MSTRG.71040.1	chrC04_random	2436867-2437866	999	u	1
BnaC04LNG0009400	BnaC04LNG0009400.1	MSTRG.71082.1	chrC04_random	2781177-2782769	1592	u	1
BnaC04LNG0009500	BnaC04LNG0009500.1	MSTRG.71104.1	chrC04_random	2929923-2931069	1146	u	1
BnaC04LNG0009600	BnaC04LNG0009600.1	MSTRG.71193.1	chrC04_random	3663826-3664617	791	u	1
BnaC05LNG0000100	BnaC05LNG0000100.1	MSTRG.71429.1	chrC05	810546-810761	215	u	1
BnaC05LNG0000200	BnaC05LNG0000200.1	MSTRG.71605.1	chrC05	1810727-1811669	942	u	1
BnaC05LNG0000300	BnaC05LNG0000300.1	MSTRG.71794.1	chrC05	3056530-3057171	641	u	1
BnaC05LNG0000400	BnaC05LNG0000400.1	MSTRG.71809.1	chrC05	3101444-3101728	284	u	1
BnaC05LNG0000500	BnaC05LNG0000500.1	MSTRG.71923.1	chrC05	3898654-3900532	1878	o	2
BnaC05LNG0000600	BnaC05LNG0000600.1	MSTRG.71958.1	chrC05	4088707-4099204	10497	u	1
BnaC05LNG0000700	BnaC05LNG0000700.1	MSTRG.71993.1	chrC05	4456572-4457241	669	u	1
BnaC05LNG0000800	BnaC05LNG0000800.1	MSTRG.72066.1	chrC05	5014655-5015211	556	u	1
BnaC05LNG0000900	BnaC05LNG0000900.1	MSTRG.72184.1	chrC05	6111135-6113853	2718	u	1
BnaC05LNG0001000	BnaC05LNG0001000.1	MSTRG.72197.1	chrC05	6189247-6190805	1558	u	1
BnaC05LNG0001100	BnaC05LNG0001100.1	MSTRG.72201.1	chrC05	6228818-6233370	4552	u	1
BnaC05LNG0001200	BnaC05LNG0001200.1	MSTRG.72335.1	chrC05	7335140-7335811	671	u	1
BnaC05LNG0001300	BnaC05LNG0001300.1	MSTRG.72465.1	chrC05	8252664-8254897	2233	u	1
BnaC05LNG0001400	BnaC05LNG0001400.1	MSTRG.72491.1	chrC05	8449790-8451075	1285	u	1
BnaC05LNG0001500	BnaC05LNG0001500.1	MSTRG.72497.1	chrC05	8451423-8453649	2226	u	1
BnaC05LNG0001600	BnaC05LNG0001600.1	MSTRG.72691.1	chrC05	9997995-10001616	3621	o	2
BnaC05LNG0001700	BnaC05LNG0001700.1	MSTRG.72752.1	chrC05	10587134-10588271	1137	u	1
BnaC05LNG0001800	BnaC05LNG0001800.1	MSTRG.72742.1	chrC05	10826115-10826815	700	u	1
BnaC05LNG0001900	BnaC05LNG0001900.1	MSTRG.72812.1	chrC05	11340845-11341244	399	u	1
BnaC05LNG0002000	BnaC05LNG0002000.1	MSTRG.72861.1	chrC05	11654073-11655055	982	u	1
BnaC05LNG0002100	BnaC05LNG0002100.1	MSTRG.72863.1	chrC05	11664393-11665337	944	u	1
BnaC05LNG0002200	BnaC05LNG0002200.1	MSTRG.72877.1	chrC05	11759788-11760730	942	u	1
BnaC05LNG0002300	BnaC05LNG0002300.1	MSTRG.72922.1	chrC05	12246443-12250380	3937	u	1
BnaC05LNG0002400	BnaC05LNG0002400.1	MSTRG.73010.1	chrC05	12912735-12914027	1292	u	1
BnaC05LNG0002500	BnaC05LNG0002500.1	MSTRG.73030.1	chrC05	13184349-13186608	2259	u	1
BnaC05LNG0002600	BnaC05LNG0002600.1	MSTRG.73075.1	chrC05	13517520-13519151	1631	u	1
BnaC05LNG0002700	BnaC05LNG0002700.1	MSTRG.73123.1	chrC05	13961877-13962504	627	u	1
BnaC05LNG0002800	BnaC05LNG0002800.1	MSTRG.73154.1	chrC05	14256688-14258166	1478	u	1
BnaC05LNG0002900	BnaC05LNG0002900.1	MSTRG.73158.1	chrC05	14300895-14302059	1164	u	1
BnaC05LNG0003000	BnaC05LNG0003000.1	MSTRG.73171.1	chrC05	14504575-14504805	230	u	1
BnaC05LNG0003100	BnaC05LNG0003100.1	MSTRG.73173.1	chrC05	14523506-14525279	1773	u	1
BnaC05LNG0003200	BnaC05LNG0003200.1	MSTRG.73174.1	chrC05	14530817-14531137	320	u	1
BnaC05LNG0003300	BnaC05LNG0003300.1	MSTRG.73176.1	chrC05	14534110-14534989	879	u	1
BnaC05LNG0003400	BnaC05LNG0003400.1	MSTRG.73259.1	chrC05	15354497-15355381	884	u	1
BnaC05LNG0003500	BnaC05LNG0003500.1	MSTRG.73277.1	chrC05	15466092-15468589	2497	u	1
BnaC05LNG0003600	BnaC05LNG0003600.1	MSTRG.73376.1	chrC05	16513962-16514702	740	u	1
BnaC05LNG0003700	BnaC05LNG0003700.1	MSTRG.73453.1	chrC05	17347652-17348815	1163	u	1
BnaC05LNG0003800	BnaC05LNG0003800.1	MSTRG.73506.1	chrC05	17681929-17682596	667	u	1
BnaC05LNG0003900	BnaC05LNG0003900.1	MSTRG.73563.1	chrC05	18196747-18196964	217	u	1
BnaC05LNG0004000	BnaC05LNG0004000.1	MSTRG.73605.1	chrC05	18537516-18538658	1142	u	1
BnaC05LNG0004100	BnaC05LNG0004100.1	MSTRG.73630.1	chrC05	18766743-18768195	1452	u	1
BnaC05LNG0004200	BnaC05LNG0004200.1	MSTRG.73648.1	chrC05	18986894-18987608	714	u	1
BnaC05LNG0004300	BnaC05LNG0004300.1	MSTRG.73660.1	chrC05	19143284-19146881	3597	u	1
BnaC05LNG0004400	BnaC05LNG0004400.1	MSTRG.73670.1	chrC05	19167521-19170401	2880	u	1
BnaC05LNG0004500	BnaC05LNG0004500.1	MSTRG.73676.1	chrC05	19192178-19193341	1163	u	1
BnaC05LNG0004600	BnaC05LNG0004600.1	MSTRG.73714.1	chrC05	19810282-19811542	1260	u	1
BnaC05LNG0004700	BnaC05LNG0004700.1	MSTRG.73733.1	chrC05	20049634-20051020	1386	o	2
BnaC05LNG0004800	BnaC05LNG0004800.1	MSTRG.73738.1	chrC05	20088466-20091315	2849	u	1
BnaC05LNG0004900	BnaC05LNG0004900.1	MSTRG.73805.1	chrC05	20671960-20672744	784	u	1
BnaC05LNG0005000	BnaC05LNG0005000.1	MSTRG.73883.1	chrC05	22198733-22199213	480	u	1
BnaC05LNG0005100	BnaC05LNG0005100.1	MSTRG.73918.1	chrC05	22524611-22526024	1413	u	1
BnaC05LNG0005200	BnaC05LNG0005200.1	MSTRG.73958.1	chrC05	23080658-23081927	1269	u	1
BnaC05LNG0005300	BnaC05LNG0005300.1	MSTRG.74036.1	chrC05	23800465-23801169	704	u	1
BnaC05LNG0005400	BnaC05LNG0005400.1	MSTRG.74096.1	chrC05	24485908-24486439	531	u	1
BnaC05LNG0005500	BnaC05LNG0005500.1	MSTRG.74134.1	chrC05	25275968-25279567	3599	u	1
BnaC05LNG0005600	BnaC05LNG0005600.1	MSTRG.74165.1	chrC05	25631337-25635936	4599	o	3
BnaC05LNG0005700	BnaC05LNG0005700.1	MSTRG.74195.1	chrC05	26093245-26094341	1096	u	1
BnaC05LNG0005800	BnaC05LNG0005800.1	MSTRG.74250.1	chrC05	26880832-26881304	472	u	1
BnaC05LNG0005900	BnaC05LNG0005900.1	MSTRG.74269.1	chrC05	27150496-27152092	1596	u	1
BnaC05LNG0006000	BnaC05LNG0006000.1	MSTRG.74278.1	chrC05	27225460-27225766	306	u	1
BnaC05LNG0006100	BnaC05LNG0006100.1	MSTRG.74353.1	chrC05	28021066-28023929	2863	u	1
BnaC05LNG0006200	BnaC05LNG0006200.1	MSTRG.74441.1	chrC05	29095692-29099525	3833	u	1
BnaC05LNG0006300	BnaC05LNG0006300.1	MSTRG.74467.1	chrC05	29288885-29289396	511	u	1
BnaC05LNG0006400	BnaC05LNG0006400.1	MSTRG.74472.1	chrC05	29377673-29378414	741	u	1
BnaC05LNG0006500	BnaC05LNG0006500.1	MSTRG.74506.1	chrC05	29605847-29606658	811	u	1
BnaC05LNG0006600	BnaC05LNG0006600.1	MSTRG.74541.1	chrC05	29790770-29791663	893	i	1
BnaC05LNG0006700	BnaC05LNG0006700.1	MSTRG.74643.1	chrC05	31007755-31007989	234	u	1
BnaC05LNG0006800	BnaC05LNG0006800.1	MSTRG.74674.1	chrC05	31487139-31487748	609	u	1
BnaC05LNG0006900	BnaC05LNG0006900.1	MSTRG.74739.1	chrC05	32166895-32174283	7388	x	2
BnaC05LNG0007000	BnaC05LNG0007000.1	MSTRG.74766.1	chrC05	32375235-32377002	1767	u	1
BnaC05LNG0007100	BnaC05LNG0007100.1	MSTRG.75048.1	chrC05	34860584-34861327	743	u	1
BnaC05LNG0007200	BnaC05LNG0007200.1	MSTRG.75231.1	chrC05	36406504-36408312	1808	u	1
BnaC05LNG0007300	BnaC05LNG0007300.1	MSTRG.75388.1	chrC05	37736936-37737332	396	u	1
BnaC05LNG0007400	BnaC05LNG0007400.1	MSTRG.75404.1	chrC05	37821058-37821598	540	u	1
BnaC05LNG0007500	BnaC05LNG0007500.1	MSTRG.75705.1	chrC05	39823482-39823844	362	u	1
BnaC05LNG0007600	BnaC05LNG0007600.1	MSTRG.75760.1	chrC05	40106285-40107589	1304	u	1
BnaC05LNG0007700	BnaC05LNG0007700.1	MSTRG.75976.1	chrC05	41528063-41528432	369	x	2
BnaC05LNG0007800	BnaC05LNG0007800.1	MSTRG.75981.1	chrC05	41544523-41545502	979	u	1
BnaC05LNG0007900	BnaC05LNG0007900.1	MSTRG.76043.1	chrC05	41970210-41970760	550	u	1
BnaC05LNG0008000	BnaC05LNG0008000.1	MSTRG.76185.3	chrC05	43138496-43139843	1347	o	4
BnaC05LNG0008100	BnaC05LNG0008100.1	MSTRG.76397.1	chrC05_random	1173432-1174998	1566	u	1
BnaC05LNG0008200	BnaC05LNG0008200.1	MSTRG.76436.1	chrC05_random	1420166-1420957	791	u	1
BnaC05LNG0008300	BnaC05LNG0008300.1	MSTRG.76451.1	chrC05_random	1503985-1504569	584	i	1
BnaC05LNG0008400	BnaC05LNG0008400.1	MSTRG.76462.1	chrC05_random	1589778-1597404	7626	o	3
BnaC05LNG0008500	BnaC05LNG0008500.1	MSTRG.76469.1	chrC05_random	1625142-1625911	769	u	1
BnaC05LNG0008600	BnaC05LNG0008600.1	MSTRG.76632.1	chrC05_random	3243219-3244056	837	u	1
BnaC05LNG0008700	BnaC05LNG0008700.1	MSTRG.76675.1	chrC05_random	3433815-3434827	1012	u	1
BnaC05LNG0008800	BnaC05LNG0008800.1	MSTRG.76676.1	chrC05_random	3445064-3445417	353	u	1
BnaC06LNG0000100	BnaC06LNG0000100.1	MSTRG.76839.1	chrC06	1429374-1430498	1124	u	1
BnaC06LNG0000200	BnaC06LNG0000200.1	MSTRG.76840.1	chrC06	1456702-1457480	778	u	1
BnaC06LNG0000300	BnaC06LNG0000300.1	MSTRG.77010.1	chrC06	2887000-2887576	576	u	1
BnaC06LNG0000400	BnaC06LNG0000400.1	MSTRG.77121.1	chrC06	4053521-4054785	1264	u	1
BnaC06LNG0000500	BnaC06LNG0000500.1	MSTRG.77152.1	chrC06	4312447-4313401	954	u	1
BnaC06LNG0000600	BnaC06LNG0000600.1	MSTRG.77173.1	chrC06	4504848-4508698	3850	u	1
BnaC06LNG0000700	BnaC06LNG0000700.1	MSTRG.77176.1	chrC06	4518350-4519282	932	u	1
BnaC06LNG0000800	BnaC06LNG0000800.1	MSTRG.77205.1	chrC06	4841647-4845496	3849	u	1
BnaC06LNG0000900	BnaC06LNG0000900.1	MSTRG.77237.1	chrC06	5119338-5120616	1278	u	1
BnaC06LNG0001000	BnaC06LNG0001000.1	MSTRG.77290.1	chrC06	5498740-5500847	2107	u	2
BnaC06LNG0001100	BnaC06LNG0001100.1	MSTRG.77396.1	chrC06	6360501-6361852	1351	u	1
BnaC06LNG0001200	BnaC06LNG0001200.1	MSTRG.77404.1	chrC06	6392824-6393635	811	u	1
BnaC06LNG0001300	BnaC06LNG0001300.1	MSTRG.77423.1	chrC06	6519663-6520328	665	u	1
BnaC06LNG0001400	BnaC06LNG0001400.1	MSTRG.77462.1	chrC06	6808739-6809299	560	i	1
BnaC06LNG0001500	BnaC06LNG0001500.1	MSTRG.77485.1	chrC06	6948016-6948678	662	o	2
BnaC06LNG0001600	BnaC06LNG0001600.1	MSTRG.77537.1	chrC06	7534318-7534691	373	u	1
BnaC06LNG0001700	BnaC06LNG0001700.1	MSTRG.77550.1	chrC06	7642664-7643642	978	u	1
BnaC06LNG0001800	BnaC06LNG0001800.1	MSTRG.77553.1	chrC06	7651144-7655742	4598	u	1
BnaC06LNG0001900	BnaC06LNG0001900.1	MSTRG.77638.1	chrC06	8361927-8362779	852	u	1
BnaC06LNG0002000	BnaC06LNG0002000.1	MSTRG.77666.1	chrC06	8699266-8699794	528	u	1
BnaC06LNG0002100	BnaC06LNG0002100.1	MSTRG.77674.1	chrC06	8922236-8927488	5252	u	1
BnaC06LNG0002200	BnaC06LNG0002200.1	MSTRG.77694.1	chrC06	9102279-9102516	237	u	1
BnaC06LNG0002300	BnaC06LNG0002300.1	MSTRG.77781.1	chrC06	10343531-10344436	905	u	1
BnaC06LNG0002400	BnaC06LNG0002400.1	MSTRG.77783.1	chrC06	10348896-10349716	820	u	1
BnaC06LNG0002500	BnaC06LNG0002500.1	MSTRG.77795.1	chrC06	10385597-10386430	833	u	1
BnaC06LNG0002600	BnaC06LNG0002600.1	MSTRG.77854.1	chrC06	11139363-11140598	1235	i	1
BnaC06LNG0002700	BnaC06LNG0002700.1	MSTRG.77870.1	chrC06	11233079-11235809	2730	o	5
BnaC06LNG0002800	BnaC06LNG0002800.1	MSTRG.78280.1	chrC06	14225740-14227034	1294	u	1
BnaC06LNG0002900	BnaC06LNG0002900.1	MSTRG.78366.1	chrC06	15239439-15240285	846	u	1
BnaC06LNG0003000	BnaC06LNG0003000.1	MSTRG.78432.1	chrC06	15831040-15831780	740	u	1
BnaC06LNG0003100	BnaC06LNG0003100.1	MSTRG.78520.1	chrC06	16499101-16499677	576	u	1
BnaC06LNG0003200	BnaC06LNG0003200.1	MSTRG.78582.1	chrC06	17008501-17009549	1048	u	1
BnaC06LNG0003300	BnaC06LNG0003300.1	MSTRG.78672.1	chrC06	17589761-17590363	602	u	2
BnaC06LNG0003400	BnaC06LNG0003400.1	MSTRG.78792.1	chrC06	18978379-18978733	354	u	1
BnaC06LNG0003500	BnaC06LNG0003500.1	MSTRG.78785.1	chrC06	18989654-18990199	545	u	1
BnaC06LNG0003600	BnaC06LNG0003600.1	MSTRG.78862.1	chrC06	19621218-19621988	770	u	1
BnaC06LNG0003700	BnaC06LNG0003700.1	MSTRG.78886.1	chrC06	19847619-19848490	871	u	1
BnaC06LNG0003800	BnaC06LNG0003800.1	MSTRG.78897.1	chrC06	19902198-19903505	1307	u	1
BnaC06LNG0003900	BnaC06LNG0003900.1	MSTRG.79009.1	chrC06	20811424-20812896	1472	u	1
BnaC06LNG0004000	BnaC06LNG0004000.1	MSTRG.79032.1	chrC06	20992015-20993591	1576	u	1
BnaC06LNG0004100	BnaC06LNG0004100.1	MSTRG.79048.1	chrC06	21130924-21132472	1548	u	1
BnaC06LNG0004200	BnaC06LNG0004200.1	MSTRG.79050.1	chrC06	21134615-21134962	347	u	1
BnaC06LNG0004300	BnaC06LNG0004300.1	MSTRG.79081.1	chrC06	21470123-21470394	271	u	1
BnaC06LNG0004400	BnaC06LNG0004400.1	MSTRG.79117.1	chrC06	21752910-21754742	1832	u	1
BnaC06LNG0004500	BnaC06LNG0004500.1	MSTRG.79143.1	chrC06	22425878-22427319	1441	u	1
BnaC06LNG0004600	BnaC06LNG0004600.1	MSTRG.79171.1	chrC06	22593607-22594124	517	u	1
BnaC06LNG0004700	BnaC06LNG0004700.1	MSTRG.79214.3	chrC06	22632813-22634225	1412	o	2
BnaC06LNG0004800	BnaC06LNG0004800.1	MSTRG.79248.1	chrC06	23069208-23069871	663	u	1
BnaC06LNG0004900	BnaC06LNG0004900.1	MSTRG.79403.1	chrC06	24380824-24381685	861	u	1
BnaC06LNG0005000	BnaC06LNG0005000.1	MSTRG.79508.1	chrC06	25106670-25107271	601	u	1
BnaC06LNG0005100	BnaC06LNG0005100.1	MSTRG.79557.1	chrC06	25437300-25437709	409	u	1
BnaC06LNG0005200	BnaC06LNG0005200.1	MSTRG.79615.1	chrC06	25993165-25995007	1842	u	1
BnaC06LNG0005300	BnaC06LNG0005300.1	MSTRG.79614.1	chrC06	26015150-26015979	829	u	1
BnaC06LNG0005400	BnaC06LNG0005400.1	MSTRG.79668.1	chrC06	26395038-26396159	1121	u	1
BnaC06LNG0005500	BnaC06LNG0005500.1	MSTRG.79701.1	chrC06	26563574-26564622	1048	u	1
BnaC06LNG0005600	BnaC06LNG0005600.1	MSTRG.79781.1	chrC06	27269497-27270803	1306	u	1
BnaC06LNG0005700	BnaC06LNG0005700.1	MSTRG.79786.1	chrC06	27284307-27284779	472	u	1
BnaC06LNG0005800	BnaC06LNG0005800.1	MSTRG.79914.1	chrC06	28153092-28153768	676	u	1
BnaC06LNG0005900	BnaC06LNG0005900.1	MSTRG.79951.1	chrC06	28348734-28350240	1506	u	1
BnaC06LNG0006000	BnaC06LNG0006000.1	MSTRG.79963.1	chrC06	28402159-28405847	3688	o	2
BnaC06LNG0006100	BnaC06LNG0006100.1	MSTRG.79975.1	chrC06	28585476-28586101	625	u	1
BnaC06LNG0006200	BnaC06LNG0006200.1	MSTRG.80063.1	chrC06	29270081-29270614	533	u	1
BnaC06LNG0006300	BnaC06LNG0006300.1	MSTRG.80098.1	chrC06	29546938-29548810	1872	u	1
BnaC06LNG0006400	BnaC06LNG0006400.1	MSTRG.80107.1	chrC06	29613165-29618141	4976	u	1
BnaC06LNG0006500	BnaC06LNG0006500.1	MSTRG.80184.1	chrC06	30275198-30282195	6997	o	3
BnaC06LNG0006600	BnaC06LNG0006600.1	MSTRG.80266.4	chrC06	30893606-30894322	716	o	2
BnaC06LNG0006700	BnaC06LNG0006700.1	MSTRG.80288.1	chrC06	31003016-31004921	1905	u	1
BnaC06LNG0006800	BnaC06LNG0006800.1	MSTRG.80310.1	chrC06	31077709-31078148	439	u	1
BnaC06LNG0006900	BnaC06LNG0006900.1	MSTRG.80368.1	chrC06	31658907-31662536	3629	u	2
BnaC06LNG0007000	BnaC06LNG0007000.1	MSTRG.80371.1	chrC06	31677205-31678216	1011	u	1
BnaC06LNG0007100	BnaC06LNG0007100.1	MSTRG.80388.1	chrC06	31713474-31714406	932	u	1
BnaC06LNG0007200	BnaC06LNG0007200.1	MSTRG.80563.1	chrC06	33020498-33021948	1450	u	1
BnaC06LNG0007300	BnaC06LNG0007300.1	MSTRG.80564.1	chrC06	33022282-33022816	534	u	1
BnaC06LNG0007400	BnaC06LNG0007400.1	MSTRG.80587.1	chrC06	33198664-33199051	387	u	1
BnaC06LNG0007500	BnaC06LNG0007500.1	MSTRG.80660.1	chrC06	33855502-33855967	465	u	1
BnaC06LNG0007600	BnaC06LNG0007600.1	MSTRG.80766.1	chrC06	34459313-34459893	580	u	1
BnaC06LNG0007700	BnaC06LNG0007700.1	MSTRG.80769.2	chrC06	34485568-34486729	1161	o	2
BnaC06LNG0007800	BnaC06LNG0007800.1	MSTRG.80873.1	chrC06	35048561-35049267	706	u	1
BnaC06LNG0007900	BnaC06LNG0007900.1	MSTRG.80928.1	chrC06	35334378-35334945	567	u	1
BnaC06LNG0008000	BnaC06LNG0008000.1	MSTRG.80940.1	chrC06	35448468-35449738	1270	u	1
BnaC06LNG0008100	BnaC06LNG0008100.1	MSTRG.80975.1	chrC06	35598205-35598406	201	u	1
BnaC06LNG0008200	BnaC06LNG0008200.1	MSTRG.81180.1	chrC06	36811456-36812398	942	u	1
BnaC06LNG0008300	BnaC06LNG0008300.1	MSTRG.81270.1	chrC06_random	36131-36754	623	u	1
BnaC06LNG0008400	BnaC06LNG0008400.1	MSTRG.81315.1	chrC06_random	390675-391185	510	u	1
BnaC06LNG0008500	BnaC06LNG0008500.1	MSTRG.81363.1	chrC06_random	597870-598474	604	u	1
BnaC06LNG0008600	BnaC06LNG0008600.1	MSTRG.81371.1	chrC06_random	640344-642300	1956	u	1
BnaC06LNG0008700	BnaC06LNG0008700.1	MSTRG.81466.1	chrC06_random	2186284-2188431	2147	u	1
BnaC06LNG0008800	BnaC06LNG0008800.1	MSTRG.81472.1	chrC06_random	2234545-2238344	3799	u	1
BnaC06LNG0008900	BnaC06LNG0008900.1	MSTRG.81626.1	chrC06_random	3045442-3045930	488	u	1
BnaC06LNG0009000	BnaC06LNG0009000.1	MSTRG.81665.1	chrC06_random	3281575-3282223	648	u	1
BnaC07LNG0000100	BnaC07LNG0000100.1	MSTRG.81722.1	chrC07	369971-370513	542	u	1
BnaC07LNG0000200	BnaC07LNG0000200.1	MSTRG.81774.1	chrC07	852857-853546	689	u	1
BnaC07LNG0000300	BnaC07LNG0000300.1	MSTRG.81784.1	chrC07	941153-942134	981	o	3
BnaC07LNG0000400	BnaC07LNG0000400.1	MSTRG.81973.1	chrC07	3067819-3069007	1188	u	1
BnaC07LNG0000500	BnaC07LNG0000500.1	MSTRG.82040.1	chrC07	3759161-3760308	1147	u	1
BnaC07LNG0000600	BnaC07LNG0000600.1	MSTRG.82088.1	chrC07	4132362-4133411	1049	u	1
BnaC07LNG0000700	BnaC07LNG0000700.1	MSTRG.82095.1	chrC07	4194422-4201326	6904	u	1
BnaC07LNG0000800	BnaC07LNG0000800.1	MSTRG.82103.1	chrC07	4241610-4242101	491	u	1
BnaC07LNG0000900	BnaC07LNG0000900.1	MSTRG.82139.1	chrC07	4578202-4580817	2615	u	1
BnaC07LNG0001000	BnaC07LNG0001000.1	MSTRG.82143.1	chrC07	4591296-4592647	1351	u	1
BnaC07LNG0001100	BnaC07LNG0001100.1	MSTRG.82171.1	chrC07	4951323-4951973	650	u	1
BnaC07LNG0001200	BnaC07LNG0001200.1	MSTRG.82241.1	chrC07	5793933-5794993	1060	u	1
BnaC07LNG0001300	BnaC07LNG0001300.1	MSTRG.82300.1	chrC07	6527441-6528239	798	u	1
BnaC07LNG0001400	BnaC07LNG0001400.1	MSTRG.82354.1	chrC07	7124558-7126009	1451	u	1
BnaC07LNG0001500	BnaC07LNG0001500.1	MSTRG.82360.1	chrC07	7158385-7159417	1032	u	1
BnaC07LNG0001600	BnaC07LNG0001600.1	MSTRG.82369.1	chrC07	7263234-7263870	636	u	1
BnaC07LNG0001700	BnaC07LNG0001700.1	MSTRG.82485.1	chrC07	8929256-8930582	1326	u	1
BnaC07LNG0001800	BnaC07LNG0001800.1	MSTRG.82486.1	chrC07	8933772-8934494	722	u	1
BnaC07LNG0001900	BnaC07LNG0001900.1	MSTRG.82527.1	chrC07	9404822-9406827	2005	u	1
BnaC07LNG0002000	BnaC07LNG0002000.1	MSTRG.82524.1	chrC07	9501524-9502281	757	u	1
BnaC07LNG0002100	BnaC07LNG0002100.1	MSTRG.82544.1	chrC07	9621707-9622685	978	u	1
BnaC07LNG0002200	BnaC07LNG0002200.1	MSTRG.82571.1	chrC07	9782088-9782720	632	u	1
BnaC07LNG0002300	BnaC07LNG0002300.1	MSTRG.82668.1	chrC07	10577628-10577841	213	u	1
BnaC07LNG0002400	BnaC07LNG0002400.1	MSTRG.82759.1	chrC07	11455389-11457583	2194	u	1
BnaC07LNG0002500	BnaC07LNG0002500.1	MSTRG.82785.1	chrC07	11748475-11749462	987	u	1
BnaC07LNG0002600	BnaC07LNG0002600.1	MSTRG.82791.1	chrC07	11770947-11773422	2475	u	1
BnaC07LNG0002700	BnaC07LNG0002700.1	MSTRG.82859.1	chrC07	12384165-12384849	684	u	1
BnaC07LNG0002800	BnaC07LNG0002800.1	MSTRG.82870.1	chrC07	12491372-12492193	821	u	1
BnaC07LNG0002900	BnaC07LNG0002900.1	MSTRG.82881.2	chrC07	12871823-12874808	2985	o	4
BnaC07LNG0003000	BnaC07LNG0003000.1	MSTRG.82905.1	chrC07	13166533-13166950	417	u	1
BnaC07LNG0003100	BnaC07LNG0003100.1	MSTRG.82939.1	chrC07	13434167-13434548	381	u	1
BnaC07LNG0003200	BnaC07LNG0003200.1	MSTRG.82951.1	chrC07	13557486-13559228	1742	u	1
BnaC07LNG0003300	BnaC07LNG0003300.1	MSTRG.82974.1	chrC07	13695734-13698217	2483	u	1
BnaC07LNG0003400	BnaC07LNG0003400.1	MSTRG.83020.1	chrC07	14240068-14247433	7365	u	1
BnaC07LNG0003500	BnaC07LNG0003500.1	MSTRG.83181.1	chrC07	15637260-15638564	1304	u	1
BnaC07LNG0003600	BnaC07LNG0003600.1	MSTRG.83211.1	chrC07	15968134-15968471	337	u	1
BnaC07LNG0003700	BnaC07LNG0003700.1	MSTRG.83223.1	chrC07	16119132-16119391	259	u	1
BnaC07LNG0003800	BnaC07LNG0003800.1	MSTRG.83227.1	chrC07	16170728-16172022	1294	u	1
BnaC07LNG0003900	BnaC07LNG0003900.1	MSTRG.83293.1	chrC07	16793095-16795686	2591	u	1
BnaC07LNG0004000	BnaC07LNG0004000.1	MSTRG.83462.1	chrC07	18307855-18315721	7866	o	3
BnaC07LNG0004100	BnaC07LNG0004100.1	MSTRG.83637.1	chrC07	19871804-19882742	10938	u	1
BnaC07LNG0004200	BnaC07LNG0004200.1	MSTRG.83750.1	chrC07	20836800-20838309	1509	u	1
BnaC07LNG0004300	BnaC07LNG0004300.1	MSTRG.83800.1	chrC07	21288709-21288960	251	u	1
BnaC07LNG0004400	BnaC07LNG0004400.1	MSTRG.83893.1	chrC07	22331425-22331803	378	u	1
BnaC07LNG0004500	BnaC07LNG0004500.1	MSTRG.84338.1	chrC07	25959003-25960105	1102	u	1
BnaC07LNG0004600	BnaC07LNG0004600.1	MSTRG.84541.1	chrC07	27758587-27760226	1639	u	1
BnaC07LNG0004700	BnaC07LNG0004700.1	MSTRG.84542.1	chrC07	27760478-27761788	1310	u	1
